Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
536,Penly-3,49.977611,1.214090,France,FR,Planned,PWR,,,,,,,WNA,
537,Perry-1,41.801000,-81.147000,United States,US,Operational,BWR,BWR-6 (Mark 3),10-01-74,11-18-87,,1205,5/24/15 7:51,WNA/IAEA,725
538,Phenix,44.142000,4.712000,France,FR,Shutdown,FBR,PH-250,11-01-68,07-14-74,02-01-10,233,5/24/15 7:50,WNA/IAEA,162
539,Philippsburg-1,49.253000,8.432000,Germany,DE,Shutdown,BWR,BWR-69,10-01-70,03-26-80,08-06-11,864,5/24/15 7:50,WNA/IAEA,87
540,Philippsburg-2,49.253000,8.432000,Germany,DE,Shutdown,PWR,PWR,07-07-77,04-18-85,12-31-19,1268,4/18/20 7:46,WNA/IAEA,98
541,Pickering-1,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500A,06-01-66,07-29-71,,508,5/24/15 7:50,WNA/IAEA,49
542,Pickering-2,43.812000,-79.070000,Canada,CA,Shutdown,PHWR,CANDU 500A,09-01-66,12-30-71,05-28-07,508,5/24/15 7:50,WNA/IAEA,50
543,Pickering-3,43.812000,-79.070000,Canada,CA,Shutdown,PHWR,CANDU 500A,12-01-67,06-01-72,10-31-08,508,5/24/15 7:50,WNA/IAEA,51
544,Pickering-4,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500A,05-01-68,06-17-73,,508,5/24/15 7:50,WNA/IAEA,52
545,Pickering-5,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500B,11-01-74,05-10-83,,516,5/24/15 7:50,WNA/IAEA,33
546,Pickering-6,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500B,10-01-75,02-01-84,,516,5/24/15 7:50,WNA/IAEA,34
547,Pickering-7,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500B,03-01-76,01-01-85,,516,5/24/15 7:50,WNA/IAEA,35
548,Pickering-8,43.812000,-79.070000,Canada,CA,Operational,PHWR,CANDU 500B,09-01-76,02-28-86,,516,5/24/15 7:50,WNA/IAEA,36
549,Pilgrim-1,41.945000,-70.578000,United States,US,Shutdown,BWR,BWR-3 (Mark 1),08-26-68,12-01-72,05-31-19,655,11-22-19,WNA/IAEA,639
550,Piqua,40.132222,-84.234722,United States,US,Shutdown,OCR,OCM (Organically Cooled and Moderated Reactor),01-01-60,11-01-63,01-01-66,11,5/24/15 7:54,IAEA,894
551,Point Beach-1,44.282000,-87.534000,United States,US,Operational,PWR,WH 2LP (DRYAMB),07-19-67,12-21-70,,497,2/11/17 1:58,WNA/IAEA,622
552,Point Beach-2,44.282000,-87.534000,United States,US,Operational,PWR,WH 2LP (DRYAMB),07-25-68,10-01-72,,497,2/11/17 1:58,WNA/IAEA,644
553,Point Lepreau,45.068000,-66.455000,Canada,CA,Operational,PHWR,CANDU 6,05-01-75,02-01-83,,660,5/24/15 7:50,WNA/IAEA,37
554,Point Lepreau 2,45.068000,-66.454600,Canada,CA,Planned,,,,,,,,WNA,
555,Prairie Island-1,44.622000,-92.631000,United States,US,Operational,PWR,WH 2LP (DRYAMB),06-25-68,12-16-73,,530,2/11/17 1:58,WNA/IAEA,633
556,Prairie Island-2,44.622000,-92.631000,United States,US,Operational,PWR,WH 2LP (DRYAMB),06-25-69,12-21-74,,530,2/11/17 1:58,WNA/IAEA,648
557,Qinshan-1,30.440000,120.950000,China,CN,Operational,PWR,CNP-300,03-20-85,04-01-94,,289,8/28/23 11:01,WNA/IAEA,62
558,Qinshan-2-1 (Qinshan 2),30.440000,120.950000,China,CN,Operational,PWR,CNP-600,06-02-96,04-15-02,,610,5/24/15 7:50,WNA/IAEA,65
559,Qinshan-2-2 (Qinshan 3),30.440000,120.950000,China,CN,Operational,PWR,CNP-600,04-01-97,05-03-04,,610,5/24/15 7:50,WNA/IAEA,66
560,Qinshan-2-3 (Qinshan 4),30.440000,120.950000,China,CN,Operational,PWR,CNP-600,04-28-06,10-05-10,,619,5/24/15 7:51,WNA/IAEA,876
561,Qinshan-2-4 (Qinshan 5),30.440000,120.950000,China,CN,Operational,PWR,CNP-600,01-28-07,12-30-11,,619,5/24/15 7:51,WNA/IAEA,877
562,Qinshan-3-1 (Qinshan 6),30.440000,120.950000,China,CN,Operational,PHWR,CANDU 6,06-08-98,12-31-02,,677,5/24/15 7:50,WNA/IAEA,69
563,Qinshan-3-2 (Qinshan 7),30.440000,120.950000,China,CN,Operational,PHWR,CANDU 6,09-25-98,07-24-03,,677,5/24/15 7:51,WNA/IAEA,840
564,Quad Cities-1,41.727000,-90.308000,United States,US,Operational,BWR,BWR-3 (Mark 1),02-15-67,02-18-73,,789,5/24/15 7:51,WNA/IAEA,615
565,Quad Cities-2,41.727000,-90.308000,United States,US,Operational,BWR,BWR-3 (Mark 1),02-15-67,03-10-73,,789,5/24/15 7:51,WNA/IAEA,621
566,R. E. Ginna,43.279000,-77.311000,United States,US,Operational,PWR,WH 2LP (DRYAMB),04-25-66,07-01-70,,470,2/11/17 1:57,WNA/IAEA,609
567,Rajasthan-1,24.876000,75.608000,India,IN,Suspended Operation,PHWR,Horizontal Pressure Tube type,08-01-65,12-16-73,,207,9/25/22 1:33,WNA/IAEA,302
568,Rajasthan-2,24.876000,75.608000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,04-01-68,04-01-81,,207,5/24/15 7:54,WNA/IAEA,303
569,Rajasthan-3,24.876000,75.608000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,02-01-90,06-01-00,,202,5/24/15 7:54,WNA/IAEA,287
570,Rajasthan-4,24.876000,75.608000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,10-01-90,12-23-00,,202,5/24/15 7:54,WNA/IAEA,288
571,Rajasthan-5,24.876000,75.608000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,09-18-02,02-04-10,,202,5/24/15 7:54,WNA/IAEA,295
572,Rajasthan-6,24.876000,75.608000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,01-20-03,03-31-10,,202,5/24/15 7:54,WNA/IAEA,297
573,Rajasthan-7,24.876000,75.608000,India,IN,Under Construction,PHWR,Horizontal Pressure Tube type,07-18-11,,,630,5/24/15 7:54,WNA/IAEA,298
574,Rajasthan-8,24.876000,75.608000,India,IN,Under Construction,PHWR,Horizontal Pressure Tube type,09-30-11,,,630,5/24/15 7:54,WNA/IAEA,299
575,Rancho Seco-1,38.345000,-121.120000,United States,US,Shutdown,PWR,PWR,04-01-69,04-17-75,06-07-89,918,4/21/22 23:26,WNA/IAEA,651
576,Rheinsberg,53.147000,12.991000,Germany,DE,Shutdown,PWR,VVER-70,01-01-60,10-11-66,06-01-90,62,5/24/15 7:50,WNA/IAEA,122
577,Ringhals-1,57.259000,12.111000,Sweden,SE,Shutdown,BWR,AA-I,02-01-69,01-01-76,12-31-20,881,2/14/21 5:47,WNA/IAEA,536
578,Ringhals-2,57.259000,12.111000,Sweden,SE,Shutdown,PWR,WH 3LP,10-01-70,05-01-75,12-31-19,820,4/18/20 7:46,WNA/IAEA,537
579,Ringhals-3,57.259000,12.111000,Sweden,SE,Operational,PWR,WH 3LP,09-01-72,09-09-81,,915,8/28/23 11:01,WNA/IAEA,539
580,Ringhals-4,57.259000,12.111000,Sweden,SE,Operational,PWR,WH 3LP,11-01-73,11-21-83,,1130,4/20/21 5:47,WNA/IAEA,529
581,River Bend-1,30.727000,-91.372000,United States,US,Operational,BWR,BWR-6 (Mark 3),03-25-77,06-16-86,,966,5/24/15 7:51,WNA/IAEA,739
582,Rolphton NPD,46.201000,-77.705000,Canada,CA,Shutdown,PHWR,CANDU,01-01-58,10-01-62,08-01-87,17,5/24/15 7:50,WNA/IAEA,29
583,Rostov-1 (Volgodonsk-1),47.599000,42.373000,Russia,RU,Operational,PWR,VVER V-320,09-01-81,12-25-01,,950,5/24/15 7:51,WNA/IAEA,502
584,Rostov-2 (Volgodonsk-2),47.599000,42.373000,Russia,RU,Operational,PWR,VVER V-320,05-01-83,12-10-10,,950,5/24/15 7:51,WNA/IAEA,505
585,Rostov-3 (Volgodonsk-3),47.599000,42.373000,Russia,RU,Operational,PWR,VVER V-320,09-15-09,09-17-15,,950,2/11/17 1:57,WNA/IAEA,506
586,Rostov-4 (Volgodonsk-4),47.599000,42.373000,Russia,RU,Operational,PWR,VVER V-320,06-16-10,09-28-18,,950,6/2/19 23:19,WNA/IAEA,507
587,Rivne-1,51.326000,25.900000,Ukraine,UA,Operational,PWR,VVER V-213,08-01-73,09-22-81,,361,8/28/23 11:51,WNA/IAEA,570
588,Rivne-2,51.326000,25.900000,Ukraine,UA,Operational,PWR,VVER V-213,10-01-73,07-29-82,,384,8/28/23 11:51,WNA/IAEA,571
589,Rivne-3,51.326000,25.900000,Ukraine,UA,Operational,PWR,VVER V-320,02-01-80,05-16-87,,950,8/28/23 11:51,WNA/IAEA,572
590,Rivne-4,51.326000,25.900000,Ukraine,UA,Operational,PWR,VVER V-320,08-01-86,04-06-06,,950,8/28/23 11:51,WNA/IAEA,589
591,Salem-1,39.463000,-75.534000,United States,US,Operational,PWR,WH 4LP (DRYAMB),09-25-68,06-30-77,,1090,2/11/17 1:58,WNA/IAEA,627
592,Salem-2,39.463000,-75.534000,United States,US,Operational,PWR,WH 4LP (DRYAMB),09-25-68,10-13-81,,1115,2/11/17 1:58,WNA/IAEA,650
593,San Onofre-1,33.368000,-117.556000,United States,US,Shutdown,PWR,PWR,05-01-64,01-01-68,11-30-92,436,4/21/22 23:26,WNA/IAEA,604
594,San Onofre-2,33.368000,-117.556000,United States,US,Shutdown,PWR,CE (2-loop) DRYAMB,03-01-74,08-08-83,06-07-13,1070,5/24/15 7:54,WNA/IAEA,683
595,San Onofre-3,33.368000,-117.556000,United States,US,Shutdown,PWR,CE (2-loop) DRYAMB,03-01-74,04-01-84,06-07-13,1070,5/24/15 7:54,WNA/IAEA,684
596,Sanmen-1,29.101000,121.642000,China,CN,Operational,PWR,AP-1000,04-19-09,09-21-18,,1157,10/14/18 1:30,WNA/IAEA,879
597,Sanmen-2,29.101000,121.642000,China,CN,Operational,PWR,AP-1000,12-15-09,11-05-18,,1157,6/2/19 23:19,WNA/IAEA,880
598,Sanmen-3,29.101111,121.651944,China,CN,Under Construction,PWR,CAP1000,06-28-22,,,1163,9/25/22 1:33,WNA/IAEA,995
599,Sanmen-4,29.101111,121.656944,China,CN,Under Construction,PWR,CAP1000,03-22-23,,,1163,8/28/23 11:01,WNA/IAEA,996
600,Sanming-1,,,China,CN,Planned,FBR,,,,,,,WNA,
601,Sanming-2,,,China,CN,Planned,FBR,,,,,,,WNA,
602,Santa Maria de Garona,42.775000,-3.205000,Spain,ES,Shutdown,BWR,BWR-3,09-01-66,05-11-71,08-02-17,440,9/25/17 6:19,WNA/IAEA,149
603,Saxton,40.226944,-78.241944,United States,US,Shutdown,PWR,25,01-01-60,,05-01-72,3,4/21/22 23:26,IAEA,892
604,Seabrook-1,42.897000,-70.849000,United States,US,Operational,PWR,WH 4LP (DRYAMB),07-07-76,08-19-90,,1149,2/11/17 1:59,WNA/IAEA,727
605,Sendai-1,31.834000,130.193000,Japan,JP,Operational,PWR,M (3-loop),12-15-79,07-04-84,,846,5/24/15 7:51,WNA/IAEA,353
606,Sendai-2,31.834000,130.193000,Japan,JP,Operational,PWR,M (3-loop),10-12-81,11-28-85,,846,5/24/15 7:51,WNA/IAEA,363
607,Sendai-3,,,Japan,JP,Planned,APWR,,,,,,,WNA,
608,Sequoyah-1,35.228000,-85.094000,United States,US,Operational,PWR,WH 4LP (ICECND),05-27-70,07-01-81,,1148,2/11/17 1:58,WNA/IAEA,663
609,Sequoyah-2,35.228000,-85.094000,United States,US,Operational,PWR,WH 4LP (ICECND),05-27-70,06-01-82,,1148,2/11/17 1:58,WNA/IAEA,664
610,Shanwei-1,,,China,CN,Planned,PWR,,,,,,,WNA,
611,Shaoguan-1,,,China,CN,Planned,PWR,,,,,,,WNA,
612,Shaoguan-2,,,China,CN,Planned,PWR,,,,,,,WNA,
613,Shaoguan-3,,,China,CN,Planned,PWR,,,,,,,WNA,
614,Shaoguan-4,,,China,CN,Planned,PWR,,,,,,,WNA,
615,Shearon Harris-1,35.635000,-78.955000,United States,US,Operational,PWR,WH 3LP (DRYAMB),01-28-78,05-02-87,,900,2/11/17 1:58,WNA/IAEA,704
616,Shidao Bay-1,36.979167,122.530556,China,CN,Operational,HTGR,HTR-PM,12-09-12,,,200,1/5/22 2:04,IAEA/wikipedia,957
617,Shika-1,37.061000,136.728000,Japan,JP,Suspended Operation,BWR,BWR-5,07-01-89,07-30-93,,505,12/30/22 4:24,WNA/IAEA,375
618,Shika-2,37.061000,136.728000,Japan,JP,Suspended Operation,BWR,ABWR,08-20-01,03-15-06,,1304,12/30/22 4:24,WNA/IAEA,842
619,Shimane-1,35.537000,132.999000,Japan,JP,Shutdown,BWR,BWR-3,07-02-70,03-29-74,04-30-15,439,5/24/15 7:51,WNA/IAEA,387
620,Shimane-2,35.537000,132.999000,Japan,JP,Suspended Operation,BWR,BWR-5,02-02-85,02-10-89,,789,8/28/23 11:01,WNA/IAEA,368
621,Shimane-3,35.537000,132.999000,Japan,JP,Under Construction,BWR,ABWR,10-24-06,,,1325,2/14/21 5:47,WNA/IAEA,862
622,Shin-Wolsong-1,35.722000,129.479000,South Korea,KR,Operational,PWR,OPR-1000,11-20-07,07-31-12,,950,4/21/22 23:26,WNA/IAEA,883
623,Shin-Wolsong-2,35.722000,129.479000,South Korea,KR,Operational,PWR,OPR-1000,09-23-08,07-24-15,,950,4/21/22 23:26,WNA/IAEA,884
624,Shin-Hanul-1,37.083889,129.391667,South Korea,KR,Operational,PWR,APR-1400,07-10-12,12-07-22,,1340,12/30/22 2:57,IAEA,887
625,Shin-Hanul-2,37.083889,129.391667,South Korea,KR,Under Construction,PWR,APR-1400,06-19-13,,,1340,5/24/15 7:51,IAEA,888
626,Shin-Kori-1,35.327000,129.302000,South Korea,KR,Operational,PWR,OPR-1000,06-16-06,02-28-11,,998,4/21/22 23:26,WNA/IAEA,864
627,Shin-Kori-2,35.327000,129.302000,South Korea,KR,Operational,PWR,OPR-1000,06-05-07,07-20-12,,995,4/21/22 23:26,WNA/IAEA,865
628,Saeul-1,35.327000,129.302000,South Korea,KR,Operational,PWR,APR-1400,10-16-08,12-20-16,,1340,12/30/22 3:45,WNA/IAEA,885
629,Saeul-2,35.327000,129.302000,South Korea,KR,Operational,PWR,APR-1400,08-19-09,08-29-19,,1340,12/30/22 3:45,WNA/IAEA,886
630,Saeul-3,35.327000,129.302000,South Korea,KR,Under Construction,PWR,APR-1400,04-01-17,,,1340,12/30/22 3:45,WNA/Wikipedia/IAEA,1074
631,Saeul-4,35.327000,129.302000,South Korea,KR,Under Construction,PWR,APR-1400,09-20-18,,,1340,12/30/22 3:45,WNA/Wikipedia/IAEA,1075
632,Shippingport,40.630000,-80.417778,United States,US,Shutdown,PWR,PLWBR,01-01-54,05-26-58,10-01-82,60,5/24/15 7:51,IAEA,890
633,Shoreham,40.960000,-72.866000,United States,US,Shutdown,BWR,BWR,11-01-72,,06-28-89,809,4/21/22 23:26,WNA/IAEA,659
634,Sinop-1,42.000000,35.000000,Türkiye,TR,Planned,PWR,ATMEA-1,,,,,,Wikipedia,
635,Sinop-2,42.000000,35.000000,Türkiye,TR,Planned,PWR,ATMEA-1,,,,,,Wikipedia,
636,Sinop-3,42.000000,35.000000,Türkiye,TR,Planned,PWR,ATMEA-1,,,,,,Wikipedia,
637,Sinop-4,42.000000,35.000000,Türkiye,TR,Planned,PWR,ATMEA-1,,,,,,Wikipedia,
638,Sizewell-A1,52.212000,1.621000,United Kingdom,GB,Shutdown,GCR,MAGNOX,04-01-61,03-25-66,12-31-06,290,5/24/15 7:51,WNA/IAEA,235
639,Sizewell-A2,52.212000,1.621000,United Kingdom,GB,Shutdown,GCR,MAGNOX,04-01-61,09-15-66,12-31-06,290,5/24/15 7:51,WNA/IAEA,236
640,Sizewell-B,52.212000,1.621000,United Kingdom,GB,Operational,PWR,SNUPPS,07-18-88,09-22-95,,1188,5/24/15 7:51,WNA/IAEA,263
641,Sizewell-C1,52.219390,1.622800,United Kingdom,GB,Planned,PWR,,,,,,,WNA,
642,Sizewell-C2,52.219390,1.623800,United Kingdom,GB,Planned,PWR,,,,,,,WNA,
643,Smolensk-1,54.169000,33.245000,Russia,RU,Operational,LWGR,RBMK-1000,10-01-75,09-30-83,,925,5/24/15 7:51,WNA/IAEA,486
644,Smolensk-2,54.169000,33.245000,Russia,RU,Operational,LWGR,RBMK-1000,06-01-76,07-02-85,,925,5/24/15 7:51,WNA/IAEA,487
645,Smolensk-3,54.169000,33.245000,Russia,RU,Operational,LWGR,RBMK-1000,05-01-84,10-12-90,,925,5/24/15 7:51,WNA/IAEA,508
647,South Texas-1,28.797000,-96.044000,United States,US,Operational,PWR,WH 4LP (DRYAMB),12-22-75,08-25-88,,1250,2/11/17 1:59,WNA/IAEA,764
648,South Texas-2,28.796000,-96.044000,United States,US,Operational,PWR,WH 4LP (DRYAMB),12-22-75,06-19-89,,1250,2/11/17 1:59,WNA/IAEA,765
649,South Ukraine-1,47.811000,31.220000,Ukraine,UA,Operational,PWR,VVER V-302,08-01-76,12-02-83,,950,5/24/15 7:51,WNA/IAEA,577
650,South Ukraine-2,47.811000,31.220000,Ukraine,UA,Operational,PWR,VVER V-338,07-01-81,04-06-85,,950,5/24/15 7:51,WNA/IAEA,578
651,South Ukraine-3,47.811000,31.220000,Ukraine,UA,Operational,PWR,VVER V-320,11-01-84,12-29-89,,950,5/24/15 7:51,WNA/IAEA,579
652,St. Alban-1,45.404000,4.754000,France,FR,Operational,PWR,P4 REP 1300,01-29-79,05-01-86,,1335,5/24/15 7:50,WNA/IAEA,204
653,St. Alban-2,45.404000,4.754000,France,FR,Operational,PWR,P4 REP 1300,07-31-79,03-01-87,,1335,5/24/15 7:51,WNA/IAEA,205
654,St. Laurent-A1,47.724000,1.582000,France,FR,Shutdown,GCR,UNGG,10-01-63,06-01-69,04-18-90,480,5/24/15 7:51,WNA/IAEA,225
655,St. Laurent-A2,47.724000,1.582000,France,FR,Shutdown,GCR,UNGG,01-01-66,11-01-71,05-27-92,515,5/24/15 7:51,WNA/IAEA,229
656,St. Laurent-B1,47.724000,1.582000,France,FR,Operational,PWR,CP2,05-01-76,08-01-83,,915,5/24/15 7:50,WNA/IAEA,169
657,St. Laurent-B2,47.720000,1.581000,France,FR,Operational,PWR,CP2,07-01-76,08-01-83,,880,5/24/15 7:50,WNA/IAEA,177
658,St. Lucie-1,27.348000,-80.244000,United States,US,Operational,PWR,CE 2LP (DRYAMB),07-01-70,12-21-76,,830,2/11/17 1:58,WNA/IAEA,670
659,St. Lucie-2,27.348000,-80.244000,United States,US,Operational,PWR,CE 2LP (DRYAMB),06-02-77,08-08-83,,830,2/11/17 1:58,WNA/IAEA,698
660,Stade,53.620000,9.530000,Germany,DE,Shutdown,PWR,,12-01-67,05-19-72,11-14-03,630,5/24/15 7:50,WNA/IAEA,83
661,Summer-1,34.299000,-81.314000,United States,US,Operational,PWR,WH 3LP (DRYAMB),03-21-73,01-01-84,,900,2/11/17 1:58,WNA/IAEA,701
662,Summer-2,34.295833,-81.320278,United States,US,Suspended Construction,PWR,AP-1000,03-09-13,,,1117,3/10/18 16:56,IAEA,1038
663,Summer-3,34.295833,-81.320278,United States,US,Suspended Construction,PWR,AP-1000,11-02-13,,,1117,3/10/18 16:56,IAEA,1039
664,Super-Phenix,45.760000,5.474000,France,FR,Shutdown,FBR,Na-1200,12-13-76,12-01-86,12-31-98,1200,5/24/15 7:50,WNA/IAEA,178
665,Surry-1,37.166000,-76.700000,United States,US,Operational,PWR,WH 3LP (DRYSUB),06-25-68,12-22-72,,788,2/11/17 1:58,WNA/IAEA,631
666,Surry-2,37.166000,-76.700000,United States,US,Operational,PWR,WH 3LP (DRYSUB),06-25-68,05-01-73,,788,2/11/17 1:58,WNA/IAEA,632
667,Susquehanna-1,41.093000,-76.143000,United States,US,Operational,BWR,BWR-4 (Mark 2),11-02-73,06-08-83,,1065,5/24/15 7:51,WNA/IAEA,696
668,Susquehanna-2,41.093000,-76.143000,United States,US,Operational,BWR,BWR-4 (Mark 2),11-02-73,02-12-85,,1065,5/24/15 7:51,WNA/IAEA,697
669,Taishan-1,21.917778,112.981944,China,CN,Operational,PWR,EPR-1750,11-18-09,12-13-18,,1660,1/9/21 21:59,WNA/IAEA/Wikipedia,918
670,Taishan-2,21.917778,112.981944,China,CN,Operational,PWR,EPR-1750,04-15-10,09-07-19,,1660,9/25/22 1:33,WNA/IAEA/Wikipedia,919
671,Takahama-1,35.520000,135.503000,Japan,JP,Suspended Operation,PWR,M (3-loop),04-25-70,11-14-74,,780,8/28/23 11:01,WNA/IAEA,388
672,Takahama-2,35.520000,135.503000,Japan,JP,Suspended Operation,PWR,M (3-loop),03-09-71,11-14-75,,780,8/28/23 11:01,WNA/IAEA,337
673,Takahama-3,35.520000,135.503000,Japan,JP,Operational,PWR,M (3-loop),12-12-80,01-17-85,,830,5/24/15 7:51,WNA/IAEA,354
674,Takahama-4,35.520000,135.503000,Japan,JP,Operational,PWR,M (3-loop),03-19-81,06-05-85,,830,5/24/15 7:51,WNA/IAEA,356
675,Taohuajiang-1,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
676,Taohuajiang-2,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
677,Taohuajiang-3,,,China,CN,Planned,PWR,,,,,,,WNA,
678,Taohuajiang-4,,,China,CN,Planned,PWR,,,,,,,WNA,
679,Tarapur-1,19.834000,72.657000,India,IN,Suspended Operation,BWR,BWR-1 (Mark 2),10-01-64,10-28-69,,200,8/28/23 11:01,WNA/IAEA,285
680,Tarapur-2,19.834000,72.657000,India,IN,Suspended Operation,BWR,BWR-1 (Mark 2),10-01-64,10-28-69,,200,8/28/23 11:01,WNA/IAEA,296
681,Tarapur-3,19.834000,72.657000,India,IN,Operational,PHWR,Horizontal Pressure Tube Type,05-12-00,08-18-06,,502,5/24/15 7:54,WNA/IAEA,300
682,Tarapur-4,19.834000,72.657000,India,IN,Operational,PHWR,Horizontal Pressure Tube Type,03-08-00,09-12-05,,502,5/24/15 7:54,WNA/IAEA,301
683,Temelin-1,49.181000,14.377000,Czechia,CZ,Operational,PWR,VVER V-320,02-01-87,06-10-02,,1027,2/14/21 5:47,WNA/IAEA,74
684,Temelin-2,49.181000,14.377000,Czechia,CZ,Operational,PWR,VVER V-320,02-01-87,04-18-03,,1029,2/14/21 5:47,WNA/IAEA,75
685,Three Mile Island-1,40.154000,-76.727000,United States,US,Shutdown,PWR,B&W LLP (DRYAMB),05-18-68,09-02-74,09-20-19,819,11-22-19,WNA/IAEA,637
686,Three Mile Island-2,40.154000,-76.727000,United States,US,Shutdown,PWR,PWR,11-01-69,12-30-78,03-28-79,906,4/21/22 23:26,WNA/IAEA,657
687,THTR-300,51.680000,7.972000,Germany,DE,Shutdown,HTGR,Pebble bed reactor,05-03-71,06-01-87,09-29-88,296,5/24/15 7:54,WNA/IAEA,92
688,Tianwan-1,34.690000,119.456000,China,CN,Operational,PWR,VVER V-428,10-20-99,05-17-07,,990,5/24/15 7:51,WNA/IAEA,838
689,Tianwan-2,34.690000,119.456000,China,CN,Operational,PWR,VVER V-428,09-20-00,08-16-07,,990,5/24/15 7:51,WNA/IAEA,839
690,Tianwan-3,34.686800,119.456000,China,CN,Operational,PWR,VVER V-428M,12-27-12,02-14-18,,1060,7/1/18 4:21,WNA/IAEA,973
691,Tianwan-4,34.685800,119.456000,China,CN,Operational,PWR,VVER V-428M,09-27-13,12-22-18,,1060,6/2/19 23:19,WNA/IAEA,974
692,Tianwan-5,34.683800,119.456000,China,CN,Operational,PWR,CNP-1000,12-27-15,09-08-20,,1000,1/6/21 3:19,WNA/Wikipedia/IAEA,975
693,Tianwan-6,34.682800,119.456000,China,CN,Operational,PWR,CNP-1000,09-07-16,06-02-21,,1000,6/29/21 3:12,WNA/Wikipedia/IAEA,976
694,Tihange-1,50.533000,5.271000,Belgium,BE,Operational,PWR,Framatome 3 loops reactor,06-01-70,10-01-75,,870,5/24/15 7:54,WNA/IAEA,10
695,Tihange-2,50.533000,5.271000,Belgium,BE,Shutdown,PWR,WH 3LP,04-01-76,06-01-83,02-01-23,900,8/28/23 11:01,WNA/IAEA,13
696,Tihange-3,50.533000,5.271000,Belgium,BE,Operational,PWR,WH 3LP,11-01-78,09-01-85,,1020,2/11/17 1:55,WNA/IAEA,15
697,Tokai-1,36.466000,140.612000,Japan,JP,Shutdown,GCR,MAGNOX,03-01-61,07-25-66,03-31-98,159,5/24/15 7:51,WNA/IAEA,344
698,Tokai-2,36.466000,140.612000,Japan,JP,Suspended Operation,BWR,BWR-5,10-03-73,11-28-78,,1056,8/28/23 11:01,WNA/IAEA,346
699,Tomari-1,43.038000,140.515000,Japan,JP,Suspended Operation,PWR,M (2-loop),04-18-85,06-22-89,,550,9/25/22 1:33,WNA/IAEA,370
700,Tomari-2,43.038000,140.515000,Japan,JP,Suspended Operation,PWR,M (2-loop),06-13-85,04-12-91,,550,9/25/22 1:33,WNA/IAEA,371
701,Tomari-3,43.038000,140.515000,Japan,JP,Suspended Operation,PWR,M (3-loop),11-18-04,12-22-09,,866,9/25/22 1:33,WNA/IAEA,856
702,Torness-1,55.966000,-2.399000,United Kingdom,GB,Operational,GCR,AGR,08-01-80,05-25-88,,645,5/24/15 7:51,WNA/IAEA,261
703,Torness-2,55.966000,-2.399000,United Kingdom,GB,Operational,GCR,AGR,08-01-80,02-03-89,,645,5/24/15 7:51,WNA/IAEA,262
704,Trawsfynydd-1,52.923000,-3.947000,United Kingdom,GB,Shutdown,GCR,MAGNOX,07-01-59,03-24-65,02-06-91,250,5/24/15 7:51,WNA/IAEA,273
705,Trawsfynydd-2,52.922000,-3.947000,United Kingdom,GB,Shutdown,GCR,MAGNOX,07-01-59,03-24-65,02-04-91,250,5/24/15 7:51,WNA/IAEA,274
706,Tricastin-1,44.330000,4.733000,France,FR,Operational,PWR,CP1,11-01-74,12-01-80,,915,5/24/15 7:50,WNA/IAEA,170
707,Tricastin-2,44.330000,4.733000,France,FR,Operational,PWR,CP1,12-01-74,12-01-80,,915,5/24/15 7:50,WNA/IAEA,171
708,Tricastin-3,44.331000,4.733000,France,FR,Operational,PWR,CP1,04-01-75,05-11-81,,915,5/24/15 7:50,WNA/IAEA,179
709,Tricastin-4,44.331000,4.733000,France,FR,Operational,PWR,CP1,05-01-75,11-01-81,,915,5/24/15 7:50,WNA/IAEA,180
710,Trillo-1,40.699000,-2.622000,Spain,ES,Operational,PWR,PWR 3 loops,08-17-79,08-06-88,,990,5/24/15 7:50,WNA/IAEA,141
712,Trojan,46.040000,-122.887000,United States,US,Shutdown,PWR,,02-01-70,05-20-76,11-09-92,1130,5/24/15 7:51,WNA/IAEA,675
713,Tsuruga-1,35.672000,136.079000,Japan,JP,Shutdown,BWR,BWR-2,11-24-66,03-14-70,04-27-15,341,5/24/15 7:51,WNA/IAEA,355
714,Tsuruga-2,35.672000,136.079000,Japan,JP,Suspended Operation,PWR,M (4-loop),11-06-82,02-17-87,,1115,12/30/22 4:24,WNA/IAEA,360
715,Tsuruga-3,,,Japan,JP,Planned,PWR,,,,,,,WNA,
716,Tsuruga-4,,,Japan,JP,Planned,PWR,,,,,,,WNA,
717,Turkey Point-3,25.435000,-80.330000,United States,US,Operational,PWR,WH 3LP (DRYAMB),04-27-67,12-14-72,,693,2/11/17 1:57,WNA/IAEA,613
